Matplotlib is building the font cache; this may take a moment.
WARNING: All log messages before absl::InitializeLog() is called are written to STDERR
I0000 00:00:1785562312.806750   38029 gl_context.cc:357] GL version: 2.1 (2.1 Metal - 90.5), renderer: Apple M5 Pro
W0000 00:00:1785562312.808886   38029 face_landmarker_graph.cc:174] Sets FaceBlendshapesGraph acceleration to xnnpack by default.
INFO: Created TensorFlow Lite XNNPACK delegate for CPU.
W0000 00:00:1785562312.818509   40120 inference_feedback_manager.cc:114] Feedback manager requires a model with a single signature inference. Disabling support for feedback tensors.
W0000 00:00:1785562312.826206   40132 inference_feedback_manager.cc:114] Feedback manager requires a model with a single signature inference. Disabling support for feedback tensors.
/Users/mac/Desktop/ssafy/공통 AI 모의 면접, 면접 스터디 서비스/S15P11D202/ai-evaluate/venv/lib/python3.11/site-packages/google/protobuf/symbol_database.py:55: UserWarning: SymbolDatabase.GetPrototype() is deprecated. Please use message_factory.GetMessageClass() instead. SymbolDatabase.GetPrototype() will be removed soon.
  warnings.warn('SymbolDatabase.GetPrototype() is deprecated. Please '
[ok] -6otZ7M-Mro.003.mp4 -> -6otZ7M-Mro.003.json (77 frames, 15.3s)
[ok] -6otZ7M-Mro.005.mp4 -> -6otZ7M-Mro.005.json (77 frames, 15.3s)
[ok] -8asrRvfJWA.001.mp4 -> -8asrRvfJWA.001.json (77 frames, 15.3s)
[ok] -9BZ8A9U7TE.002.mp4 -> -9BZ8A9U7TE.002.json (77 frames, 15.3s)
[ok] -AmMDnVl4s8.001.mp4 -> -AmMDnVl4s8.001.json (77 frames, 15.3s)
[ok] -BDSWZIF-WY.000.mp4 -> -BDSWZIF-WY.000.json (77 frames, 15.3s)
[ok] -DOqN0d8KHw.000.mp4 -> -DOqN0d8KHw.000.json (77 frames, 15.3s)
[ok] -DOqN0d8KHw.001.mp4 -> -DOqN0d8KHw.001.json (77 frames, 15.3s)
[ok] -N6QKrbnaDs.002.mp4 -> -N6QKrbnaDs.002.json (77 frames, 15.3s)
[ok] -PF2TG2loGc.002.mp4 -> -PF2TG2loGc.002.json (74 frames, 15.3s)
[ok] -PWjgx2czwY.000.mp4 -> -PWjgx2czwY.000.json (74 frames, 15.3s)
[ok] -R2SZu3SYgM.002.mp4 -> -R2SZu3SYgM.002.json (77 frames, 15.3s)
[ok] -R2SZu3SYgM.003.mp4 -> -R2SZu3SYgM.003.json (77 frames, 15.3s)
[ok] -RhPxhfpg4U.004.mp4 -> -RhPxhfpg4U.004.json (77 frames, 15.3s)
[ok] -RqxrwIxMvE.002.mp4 -> -RqxrwIxMvE.002.json (77 frames, 15.3s)
[ok] -VTqcHNgH7M.001.mp4 -> -VTqcHNgH7M.001.json (77 frames, 15.3s)
